asp_perf,marker,stem,luokka,freq,infl,prof,lang,asp_imp
0,suffix,CB/HCB,eka,high,past,C2,chi,1
0,suffix,CB/HCB,eka,high,past,B2,fin,1
0,suffix,CB/HCB,eka,high,past,A2,fr,1
0,suffix,CB/HCB,eka,high,infinite,B2,fin,1
0,suffix,CB/HCB,eka,high,infinite,B2,fin,1
0,suffix,CB/HCB,eka,high,infinite,B2,fin,1
0,suffix,CB/HCB,eka,high,infinite,B2,fin,1
0,suffix,CB/HCB,eka,high,infinite,B2,fin,1
0,suffix,CB/HCB,eka,high,infinite,B2,eng,1
0,suffix,CB/HCB,eka,high,infinite,B2,eng,1
0,suffix,CB/HCB,eka,high,infinite,B2,fin,1
0,suffix,CB/HCB,eka,high,infinite,B2,fin,1
0,suffix,CB/HCB,eka,high,infinite,B2,fin,1
0,suffix,CB/HCB,eka,high,infinite,B2,fin,1
0,suffix,CB/HCB,eka,high,infinite,A2,eng,1
0,suffix,CB/HCB,eka,high,infinite,B2,eng,1
0,suffix,CB/HCB,eka,high,infinite,A2,fr,1
0,simplex,HCB/CB,eka,high,infinite,B2,eng,1
0,simplex,CB/HCB,viides,high,past,B2,eng,1
0,simplex,CB/HCB,viides,high,past,B2,fin,1
0,suffix,CB/HCB,eka,high,past,B2,eng,1
0,suffix,CB/HCB,eka,high,past,B2,eng,1
0,suffix,CB/HCB,eka,high,past,A2,eng,1
0,suffix,CB/HCB,eka,high,past,B2,eng,1
0,suffix,CB/HCB,eka,high,infinite,A2,fr,1
0,suffix,CB/HCB,eka,high,infinite,A2,eng,1
0,suffix,CB/HCB,eka,high,infinite,B2,eng,1
0,suffix,CB/HCB,eka,high,infinite,B2,eng,1
0,suffix,CB/HCB,eka,high,infinite,B2,eng,1
0,suffix,CB/HCB,eka,high,infinite,B2,eng,1
0,suffix,CB/HCB,eka,high,infinite,B1,fr,1
0,suffix,CB/HCB,eka,high,infinite,A2,eng,1
0,suffix,CB/HCB,eka,high,infinite,B2,fin,1
0,suffix,CB/HCB,eka,high,infinite,A2,fr,1
0,suffix,CB/HCB,eka,high,infinite,B2,fin,1
0,suffix,CB/HCB,eka,high,infinite,B1,fr,1
0,suffix,CB/HCB,eka,high,non-past,B2,fin,1
0,suffix,CB/HCB,eka,high,non-past,B2,fin,1
0,suffix,CB/HCB,eka,high,past,B2,eng,1
0,suffix,CB/HCB,eka,high,past,B2,fin,1
0,suffix,CB/HCB,eka,high,past,B1,ger,1
0,suffix,CB/HCB,eka,high,past,B1,ger,1
0,suffix,CB/HCB,eka,high,past,B1,ger,1
0,suffix,CB/HCB,eka,high,past,B2,eng,1
0,suffix,CB/HCB,eka,high,infinite,B1,eng,1
0,suffix,CB/HCB,eka,high,infinite,B1,ger,1
0,suffix,CB/HCB,eka,high,non-past,B2,fin,1
0,suffix,CB/HCB,eka,low,past,B1,nor,1
0,suffix,CB/HCB,eka,low,past,B2,fin,1
0,suffix,CB/HCB,eka,low,infinite,B2,fin,1
0,suffix,CB/HCB,eka,low,infinite,B2,fin,1
0,suffix,CB/HCB,eka,low,past,B1,eng,1
0,suffix,CB/HCB,eka,low,infinite,B2,fin,1
0,suffix,CB/HCB,eka,low,past,A2,eng,1
0,suffix,CB/HCB,viides,low,infinite,B2,fin,1
0,suffix,CB/HCB,eka,low,non-past,B2,fin,1
0,suffix,CB/HCB,eka,low,past,A2,fr,1
0,suffix,CB/HCB,eka,low,non-past,A2,eng,1
0,suffix,CB/HCB,eka,low,non-past,A2,eng,1
0,suffix,CB/HCB,eka,low,non-past,A2,fr,1
0,suffix,CB/HCB,eka,low,past,B2,fin,1
0,suffix,CB/HCB,eka,low,infinite,B1,eng,1
0,suffix,CB/HCB,eka,low,non-past,B2,fin,1
0,suffix,CB/HCB,eka,same,infinite,B2,eng,1
0,suffix,CB/HCB,eka,same,infinite,B2,eng,1
0,suffix,CB/HCB,eka,same,infinite,B2,fin,1
0,simplex,CB/HCB,viides,same,non-past,B2,fin,1
0,suffix,CB/HCB,eka,same,past,B2,fin,1
0,suffix,CB/HCB,eka,same,past,B2,fin,1
0,suffix,CB/HCB,eka,same,past,B2,ger,1
0,suffix,CB/HCB,eka,same,past,B2,fin,1
0,suffix,CB/HCB,eka,same,past,B2,eng,1
0,suffix,CB/HCB,eka,same,past,B1,eng,1
0,suffix,CB/HCB,eka,same,past,B2,fin,1
0,suffix,CB/HCB,eka,same,past,B2,fin,1
0,prefix+suffix,CB/HCB,eka,same,infinite,B2,eng,1
0,prefix+suffix,CB/HCB,eka,same,infinite,B2,eng,1
0,prefix+suffix,CB/HCB,eka,same,infinite,B2,eng,1
0,prefix+suffix,CB/HCB,eka,same,infinite,B2,fin,1
0,prefix+suffix,CB/HCB,viides,same,infinite,B2,ger,1
0,prefix+suffix,CB/HCB,eka,same,non-past,B2,eng,1
0,prefix+suffix,CB/HCB,eka,same,past,Other,ger,1
0,prefix+suffix,CB/HCB,eka,same,past,Other,ger,1
0,prefix+suffix,CB/HCB,eka,same,past,Other,ger,1
0,prefix+suffix,CB/HCB,eka,same,past,Other,ger,1
0,prefix+suffix,CB/HCB,eka,same,infinite,B2,fin,1
0,prefix+suffix,CB/HCB,eka,same,past,A2,eng,1
0,prefix+suffix,CB/HCB,eka,same,infinite,B2,eng,1
0,prefix+suffix,CB/HCB,eka,same,past,B2,fin,1
0,suffix,CB/HCB,eka,same,non-past,B2,fin,1
0,suffix,CB/HCB,eka,same,past,Other,ger,1
0,suffix,CB/HCB,eka,same,infinite,B2,fin,1
0,suffix,CB/HCB,eka,same,infinite,B2,eng,1
0,suffix,CB/HCB,eka,same,infinite,B2,eng,1
0,suffix,CB/HCB,toka,same,past,A1,fr,1
0,suffix,CB/HCB,eka,same,infinite,B2,fin,1
0,suffix,CB/HCB,eka,same,infinite,B2,fr,1
0,suffix,CB/HCB,eka,same,past,B2,fin,1
0,suffix,CB/HCB,eka,same,past,Other,ger,1
0,prefix+suffix,CB/HCB,eka,same,infinite,A2,eng,1
0,prefix+suffix,CB/HCB,eka,same,infinite,B2,eng,1
0,prefix+suffix,CB/HCB,eka,same,past,B2,eng,1
0,prefix+suffix,CB/HCB,eka,same,infinite,B2,fin,1
0,prefix+suffix,CB/HCB,eka,low,infinite,B2,fin,1
0,prefix+suffix,CB/HCB,eka,low,infinite,B1,eng,1
1,prefix,CB/HCB,viides,same,non-past,Other,ger,0
1,prefix,CB/HCB,viides,high,infinite,B2,eng,0
0,simplex,CB/HCB,viides,high,infinite,B2,eng,1
0,suffix,CB/HCB,eka,low,infinite,B2,eng,1
0,suffix,CB/HCB,eka,low,infinite,B2,eng,1
0,simplex,CB/HCB,viides,high,past,B2,fin,1
0,suffix,CB/HCB,eka,low,infinite,B2,eng,1
0,suffix,CB/HCB,eka,high,infinite,C1,fr,1
0,prefix+suffix,CB/HCB,eka,high,infinite,B2,fin,1
0,prefix,CB/HCB,viides,low,non-past,B1,eng,1
0,prefix+suffix,CB/HCB,eka,same,infinite,B1,eng,1
0,prefix+suffix,CB/HCB,eka,low,infinite,A1,fr,1
1,prefix,CB/HCB,viides,same,infinite,B2,eng,0
0,prefix+suffix,CB/HCB,eka,low,past,B2,fr,1
0,suffix,CB/HCB,eka,high,infinite,B2,eng,1
0,suffix,CB/HCB,eka,low,past,A1,fr,1
0,prefix+suffix,CB/HCB,eka,low,infinite,B1,eng,1
0,prefix+suffix,CB/HCB,eka,same,past,B2,eng,1
0,prefix+suffix,CB/HCB,eka,same,past,B2,eng,1
0,prefix+suffix,CB/HCB,eka,same,infinite,B1,eng,1
0,prefix+suffix,CB/HCB,eka,low,past,B1,eng,1
0,prefix+suffix,CB/HCB,eka,low,past,B2,fin,1
0,prefix+suffix,CB/HCB,eka,low,past,B2,fin,1
0,prefix+suffix,CB/HCB,eka,low,infinite,B2,fin,1
0,prefix+suffix,CB/HCB,eka,low,past,B2,eng,1
0,prefix+suffix,CB/HCB,toka,high,past,Other,na,1
0,suffix,CB/HCB,eka,high,infinite,A1,fr,1
0,prefix+suffix,CB/HCB,eka,same,infinite,B2,eng,1
0,prefix+suffix,CB/HCB,viides,same,infinite,A2,eng,1
0,prefix+suffix,CB/HCB,eka,low,past,B2,fin,1
0,prefix+suffix,CB/HCB,eka,same,infinite,B1,eng,1
0,prefix+suffix,CB/HCB,eka,low,infinite,B2,eng,1
0,prefix+suffix,CB/HCB,eka,same,infinite,B2,fin,1
0,prefix+suffix,CB/HCB,eka,low,infinite,B2,eng,1
0,suffix,CB/HCB,eka,low,past,B2,fin,1
0,suffix,CB/HCB,eka,high,non-past,B2,fin,1
0,prefix,CB/HCB,viides,high,infinite,B2,eng,1
0,suffix,CB/HCB,eka,low,infinite,A2,eng,1
0,suffix,CB/HCB,eka,same,past,B2,fin,1
0,suffix,CB/HCB,eka,low,non-past,B2,fin,1
0,suffix,CB/HCB,eka,same,infinite,B2,eng,1
0,prefix+suffix,CB/HCB,eka,low,infinite,B1,eng,1
0,prefix+suffix,CB/HCB,eka,low,infinite,B1,eng,1
0,prefix+suffix,CB/HCB,eka,same,past,B1,eng,1
0,prefix+suffix,CB/HCB,eka,same,infinite,A2,eng,1
0,prefix+suffix,CB/HCB,eka,same,infinite,B2,fin,1
0,prefix+suffix,CB/HCB,eka,same,past,B1,eng,1
0,prefix+suffix,CB/HCB,eka,same,infinite,B1,eng,1
0,prefix+suffix,CB/HCB,eka,same,infinite,B2,eng,1
0,prefix+suffix,CB/HCB,eka,high,infinite,B2,fin,1
0,prefix+suffix,CB/HCB,eka,same,past,B1,eng,1
0,simplex,HCB/CB,eipro,high,non-past,B2,eng,1
0,simplex,HCB/CB,viides,high,past,B2,ger,1
0,simplex,HCB/CB,eka,high,infinite,Other,ger,1
0,simplex,HCB/CB,eka,high,past,B2,fin,1
0,simplex,HCB/CB,eka,high,past,B2,fin,1
0,simplex,HCB/CB,viides,high,past,Other,ger,1
0,simplex,HCB/CB,toka,high,infinite,A1,fr,1
0,simplex,HCB/CB,eipro,high,past,B1,ger,1
0,simplex,HCB/CB,eipro,high,past,Other,ger,1
0,simplex,HCB/CB,eipro,high,past,B2,fin,1
0,simplex,HCB/CB,eipro,high,past,B2,eng,1
0,simplex,HCB/CB,eipro,high,past,B1,ger,1
0,simplex,HCB/CB,eipro,high,past,B1,ger,1
0,simplex,HCB/CB,eipro,high,past,B2,fr,1
0,simplex,HCB/CB,eipro,high,infinite,A2,eng,1
0,simplex,HCB/CB,eipro,high,infinite,B2,eng,1
0,simplex,HCB/CB,eipro,high,infinite,B1,eng,1
0,simplex,HCB/CB,eipro,high,infinite,B1,eng,1
0,simplex,HCB/CB,eipro,high,infinite,B2,eng,1
0,simplex,HCB/CB,eipro,high,infinite,Other,ger,1
0,simplex,HCB/CB,eipro,high,infinite,B2,eng,1
0,simplex,HCB/CB,eipro,high,infinite,B1,eng,1
0,simplex,HCB/CB,eipro,high,infinite,B2,fin,1
0,simplex,HCB/CB,eipro,high,infinite,B2,fin,1
0,simplex,HCB/CB,eipro,high,non-past,A2,fr,1
0,simplex,HCB/CB,eka,high,past,B2,fin,1
0,simplex,HCB/CB,eka,high,past,B2,fin,1
0,simplex,HCB/CB,eka,high,past,B2,fin,1
0,simplex,HCB/CB,eka,high,past,B2,fin,1
0,simplex,HCB/CB,eka,high,past,B2,fin,1
0,simplex,HCB/CB,eka,high,past,B2,fin,1
0,simplex,HCB/CB,eka,high,past,B2,fin,1
0,simplex,HCB/CB,kolmas,high,past,A1,fr,1
0,prefix+suffix,CB/HCB,eka,high,non-past,B2,fin,1
0,simplex,HCB/CB,kolmas,high,past,B2,eng,1
0,simplex,HCB/CB,kolmas,high,past,B2,eng,1
0,simplex,CB/HCB,viides,high,past,B1,ger,1
0,simplex,CB/HCB,viides,high,past,B1,ger,1
0,simplex,CB/HCB,viides,high,past,A2,fr,1
0,simplex,CB/HCB,viides,high,infinite,A2,eng,1
0,simplex,CB/HCB,viides,high,infinite,B2,fin,1
0,simplex,CB/HCB,viides,high,infinite,B1,ger,1
0,simplex,HCB/CB,eka,high,infinite,B2,fin,1
0,simplex,HCB/CB,eka,high,non-past,Other,ger,1
0,simplex,HCB/CB,eka,high,non-past,A2,eng,1
0,simplex,HCB/CB,eka,high,non-past,A2,eng,1
0,simplex,HCB/CB,eka,high,kask,B2,eng,1
0,simplex,HCB/CB,eka,high,past,B1,ger,1
0,simplex,HCB/CB,eka,high,past,B2,eng,1
0,simplex,HCB/CB,eka,high,past,B1,eng,1
0,simplex,HCB/CB,eka,high,past,B2,eng,1
0,simplex,HCB/CB,eka,high,past,B2,fin,1
0,simplex,HCB/CB,eka,high,past,B2,eng,1
0,simplex,HCB/CB,eka,high,infinite,B2,fin,1
0,simplex,HCB/CB,eka,high,infinite,B2,fin,1
0,simplex,HCB/CB,eka,high,infinite,B2,fin,1
0,simplex,HCB/CB,oma,high,past,B1,ger,1
0,simplex,HCB/CB,oma,high,infinite,B1,ger,1
0,simplex,HCB/CB,toka,high,past,B1,ger,1
0,simplex,HCB/CB,toka,high,past,B2,fin,1
0,simplex,HCB/CB,eipro,high,infinite,B2,fin,1
0,simplex,HCB/CB,eka,high,past,B2,fin,1
0,simplex,HCB/CB,viides,high,infinite,B1,eng,1
0,simplex,HCB/CB,viides,high,past,B2,fin,1
0,simplex,HCB/CB,viides,high,past,B2,fin,1
0,simplex,HCB/CB,viides,high,past,B2,fin,1
0,simplex,HCB/CB,viides,high,past,B2,fin,1
0,simplex,HCB/CB,viides,high,past,B1,fr,1
0,simplex,HCB/CB,viides,high,infinite,Other,ger,1
0,simplex,HCB/CB,eipro,high,past,B2,fin,1
0,simplex,HCB/CB,eipro,high,past,B2,fin,1
0,simplex,HCB/CB,eipro,high,past,A2,eng,1
0,simplex,HCB/CB,eipro,high,non-past,B2,fin,1
0,simplex,HCB/CB,eipro,high,non-past,A2,eng,1
0,simplex,HCB/CB,eipro,high,non-past,B2,jap,1
0,simplex,HCB/CB,eipro,high,non-past,B1,eng,1
0,simplex,HCB/CB,eipro,high,infinite,B2,eng,1
0,suffix,CB/HCB,eka,high,non-past,B2,eng,1
0,simplex,HCB/CB,eipro,high,non-past,B2,fin,1
0,simplex,HCB/CB,eipro,high,non-past,B2,eng,1
0,simplex,HCB/CB,eipro,high,non-past,B1,eng,1
0,simplex,HCB/CB,eipro,high,non-past,B1,eng,1
0,simplex,HCB/CB,eipro,high,non-past,B1,fr,1
0,simplex,HCB/CB,eipro,high,non-past,A2,eng,1
0,simplex,HCB/CB,eipro,high,non-past,B2,fin,1
0,simplex,HCB/CB,eipro,high,non-past,A2,eng,1
0,simplex,HCB/CB,eipro,high,non-past,A2,eng,1
0,simplex,HCB/CB,eipro,high,non-past,B1,eng,1
0,simplex,HCB/CB,viides,high,past,B1,eng,1
0,simplex,HCB/CB,viides,high,past,B2,fin,1
0,simplex,HCB/CB,viides,high,past,B2,fin,1
0,simplex,HCB/CB,viides,high,past,B2,fin,1
0,simplex,HCB/CB,viides,high,non-past,B2,ger,1
0,simplex,HCB/CB,eipro,high,past,B1,ger,1
0,simplex,HCB/CB,eipro,high,past,B2,eng,1
0,simplex,HCB/CB,eipro,high,past,A2,chi,1
0,simplex,HCB/CB,eipro,high,past,B2,fin,1
0,simplex,HCB/CB,eipro,high,past,B1,ger,1
0,simplex,HCB/CB,eipro,high,past,B2,fr,1
0,simplex,HCB/CB,eipro,high,past,B1,eng,1
0,simplex,HCB/CB,eipro,high,infinite,B2,eng,1
0,simplex,HCB/CB,eipro,high,infinite,A2,eng,1
0,simplex,HCB/CB,eipro,high,infinite,A2,eng,1
0,simplex,HCB/CB,eipro,high,infinite,B2,eng,1
0,simplex,HCB/CB,eipro,high,infinite,Other,ger,1
0,simplex,HCB/CB,eipro,high,infinite,Other,ger,1
0,simplex,HCB/CB,eipro,high,infinite,B2,eng,1
0,simplex,HCB/CB,viides,high,infinite,B2,fin,1
0,simplex,HCB/CB,viides,high,infinite,B2,eng,1
0,suffix,CB/HCB,eka,high,non-past,B1,ger,1
0,suffix,CB/HCB,eka,high,past,B2,fin,1
0,suffix,CB/HCB,eka,high,past,C2,chi,1
0,suffix,CB/HCB,eka,high,past,A2,fr,1
0,suffix,CB/HCB,eka,high,past,A2,fr,1
0,suffix,CB/HCB,eka,high,past,B2,fin,1
0,suffix,CB/HCB,eka,high,past,A2,eng,1
0,suffix,CB/HCB,eka,high,infinite,B2,fin,1
0,suffix,CB/HCB,eka,high,infinite,B2,fin,1
0,suffix,CB/HCB,eka,high,infinite,B2,fin,1
0,suffix,CB/HCB,eka,high,infinite,B2,fin,1
0,suffix,CB/HCB,eka,high,infinite,A2,eng,1
0,suffix,CB/HCB,eka,high,infinite,B2,fr,1
0,suffix,CB/HCB,eka,high,infinite,B2,fr,1
0,suffix,CB/HCB,eka,high,infinite,B1,eng,1
0,suffix,CB/HCB,eka,high,infinite,A2,fr,1
0,suffix,CB/HCB,eka,high,infinite,A2,fr,1
0,suffix,CB/HCB,eka,high,infinite,A2,fr,1
0,suffix,CB/HCB,eka,high,infinite,B1,eng,1
0,suffix,CB/HCB,eka,high,infinite,B2,fin,1
0,suffix,CB/HCB,eka,high,infinite,B2,fin,1
0,suffix,CB/HCB,eka,high,infinite,B2,fin,1
0,suffix,CB/HCB,eka,high,infinite,B2,fin,1
0,suffix,CB/HCB,eka,high,infinite,B2,fin,1
0,suffix,CB/HCB,eka,high,infinite,B2,fin,1
0,suffix,CB/HCB,eka,high,infinite,B2,eng,1
0,suffix,CB/HCB,eka,high,infinite,B2,eng,1
0,simplex,HCB/CB,eka,high,infinite,B1,eng,1
0,simplex,HCB/CB,eka,high,past,B1,eng,1
0,simplex,HCB/CB,eka,high,past,B2,eng,1
0,simplex,HCB/CB,eka,high,past,B1,ger,1
0,simplex,HCB/CB,eka,high,infinite,B2,fin,1
0,simplex,HCB/CB,eka,high,infinite,B2,eng,1
0,simplex,HCB/CB,eka,high,infinite,B2,fin,1
0,simplex,HCB/CB,eka,high,infinite,B2,eng,1
0,simplex,HCB/CB,toka,high,past,B2,fin,1
0,simplex,HCB/CB,toka,high,past,B2,fin,1
0,simplex,HCB/CB,toka,high,past,A1,fr,1
0,simplex,HCB/CB,toka,high,infinite,B1,jap,1
0,simplex,HCB/CB,toka,high,past,Other,ger,1
0,simplex,HCB/CB,toka,high,infinite,B2,eng,1
0,simplex,HCB/CB,oma,high,non-past,B1,eng,1
0,simplex,HCB/CB,oma,high,non-past,B1,eng,1
0,simplex,HCB/CB,eka,high,past,B2,fin,1
0,simplex,HCB/CB,eka,high,past,A2,eng,1
0,simplex,HCB/CB,eka,high,past,B1,eng,1
0,simplex,HCB/CB,eka,high,past,B2,fin,1
0,simplex,HCB/CB,eka,high,past,B2,eng,1
0,simplex,HCB/CB,eka,high,past,B2,eng,1
0,simplex,HCB/CB,eka,high,past,B2,fin,1
0,simplex,HCB/CB,eka,high,past,A2,eng,1
0,simplex,HCB/CB,kolmas,high,past,B2,fin,1
0,simplex,HCB/CB,kolmas,high,infinite,B2,fin,1
0,simplex,HCB/CB,kolmas,high,non-past,B2,fin,1
0,simplex,HCB/CB,kolmas,high,infinite,B2,fin,1
0,simplex,HCB/CB,oma,high,past,B2,fin,1
0,simplex,HCB/CB,viides,high,past,B2,eng,1
0,prefix,HCB/CB,eipro,low,past,B2,fin,1
0,simplex,HCB/CB,viides,low,past,B1,ger,1
0,simplex,HCB/CB,viides,low,non-past,B2,fin,1
0,simplex,HCB/CB,viides,low,non-past,B1,eng,1
0,simplex,HCB/CB,viides,low,non-past,B1,eng,1
0,simplex,HCB/CB,viides,low,infinite,B2,fin,1
0,simplex,HCB/CB,viides,low,infinite,B2,fin,1
0,simplex,HCB/CB,viides,low,infinite,A2,fr,1
0,simplex,HCB/CB,viides,low,infinite,B2,fin,1
0,simplex,HCB/CB,viides,low,infinite,A2,eng,1
0,simplex,HCB/CB,eka,low,non-past,B2,eng,1
0,simplex,HCB/CB,eka,low,non-past,B2,fin,1
0,simplex,HCB/CB,eka,low,past,B2,eng,1
0,simplex,HCB/CB,eka,low,past,A2,eng,1
0,simplex,HCB/CB,eka,low,past,B1,ger,1
0,simplex,HCB/CB,eka,low,past,B1,ger,1
0,simplex,HCB/CB,eka,low,infinite,B2,fin,1
0,simplex,HCB/CB,eka,low,infinite,B2,fin,1
0,simplex,HCB/CB,eka,low,infinite,B2,fin,1
0,simplex,HCB/CB,eka,low,infinite,B1,eng,1
0,simplex,HCB/CB,eka,low,infinite,A2,kor,1
0,simplex,HCB/CB,eka,low,infinite,B2,fin,1
0,simplex,HCB/CB,eka,low,infinite,B2,fin,1
0,simplex,HCB/CB,eka,low,infinite,B2,eng,1
0,simplex,HCB/CB,eka,low,infinite,B2,eng,1
0,simplex,HCB/CB,eka,low,infinite,B2,fin,1
0,simplex,HCB/CB,eka,low,infinite,B2,fin,1
0,simplex,HCB/CB,eka,low,infinite,B2,fin,1
0,simplex,HCB/CB,eka,low,infinite,B2,fin,1
0,simplex,HCB/CB,eka,low,infinite,B2,fin,1
0,simplex,HCB/CB,eka,low,infinite,B2,fin,1
0,simplex,HCB/CB,eka,low,infinite,B1,eng,1
0,simplex,HCB/CB,viides,low,infinite,B2,fin,1
0,simplex,HCB/CB,eipro,low,infinite,B2,fin,1
0,prefix+suffix,CB/HCB,eipro,low,infinite,A2,fr,1
0,simplex,HCB/CB,viides,same,infinite,A1,fr,1
0,simplex,HCB/CB,eka,same,past,B2,eng,1
0,simplex,HCB/CB,eka,same,past,B1,ger,1
0,simplex,HCB/CB,viides,same,non-past,B2,eng,1
